250,95,3,0.00118087615413665,5.49883047310984e-05,730,60,0.00748792253743654,8.12609157951189e-05,1256,101,0.0261769417208496,0.000359166674042194
260,95,2,0.00121815583604861,5.60204547426236e-06,653,13,0.00849416770568051,0.000318162355014699,1296,75,0.0274193011332728,0.000789512550062168
270,95,4,0.00130114847436165,3.87489031090281e-05,706,51,0.00871409247150738,0.000268789166450855,1000,22,0.0269060739870235,0.000501697693107108
280,92,2,0.00138568501941263,5.57084873884045e-06,637,6,0.00918729103712255,6.80345941119679e-06,925,12,0.026959281469823,0.00105059059596849
290,95,1,0.00144319325368124,4.0875781490019e-05,639,12,0.00871390300658325,3.55282418587359e-06,747,1,0.0267746001707604,9.81884614987669e-06
300,97,5,0.00148641817872552,2.91059324460085e-05,602,58,0.00944705110419401,8.64956171041892e-05,603,44,0.0289607264078173,0.000438128987233686
310,93,5,0.0015364091647038,1.43205531137156e-05,535,33,0.0098256016848475,0.000129030798594105,471,18,0.0278412689984134,9.01932932507397e-05
320,94,5,0.00151945370305564,2.74509269618276e-05,552,52,0.0095575699389147,0.000259090112012089,473,18,0.0290931401818866,0.00131858380680698
330,85,1,0.00162166397342968,1.54299094030823e-05,541,12,0.00988603488261213,0.000147738866467907,348,29,0.0284948476735864,0.000617155584107839
340,92,8,0.00157749989590736,3.03430225895586e-05,553,28,0.0110798296575071,0.000256261194891917,294,27,0.0288454399956014,0.0010240528017431
350,86,3,0.00176284186099711,6.41483684187987e-05,502,8,0.010649987200074,0.000145539119858148,261,1,0.0309024411689542,0.000104488033135823
360,96,1,0.00172939536666737,8.11451216649283e-05,521,22,0.0111996848477146,0.000113547490173156,233,0,0.0287196499096278,0.000982791793414386
370,101,8,0.00179614933530661,7.48151207321982e-05,546,6,0.0109851098765894,8.23342465811174e-05,175,0,0.0306068901682246,0.000154590860694858
380,99,5,0.00184341269602915,2.69701628451818e-05,466,11,0.0118741629039033,0.000477241746077279,144,11,0.0296642554467794,0.000406378344658531
390,90,3,0.00185144596390915,7.0084532293104e-05,477,20,0.011298860237886,0.000392778242574929,126,10,0.0300764639543559,0.000528592609102622
400,96,2,0.0018369802348434,4.96201213728949e-05,469,26,0.011911224822912,0.000526946631839233,107,9,0.0289779753947047,0.000794810545787283
410,90,6,0.00191527945085885,3.45870723031778e-06,487,16,0.0123149972735857,0.000111086950479228,98,6,0.0288258245632282,0.00011296858096542
420,97,3,0.00196035137594986,8.39004824785067e-05,492,40,0.0131679809665363,6.48634406078168e-05,77,7,0.0292890636039534,0.000350743116967499
430,90,6,0.00205364356993224,4.56536868256768e-05,430,42,0.0128224711332154,0.000522660043731253,65,4,0.030395634195391,0.000915408466870298
440,94,7,0.00203783409201278,2.80820505955261e-05,388,14,0.0131769980183192,0.000370046178399739,54,1,0.0300605606943607,0.000530679091031073
450,93,9,0.00211188350303183,1.94356432507001e-05,449,17,0.013012322459025,0.000272186331059747,45,2,0.0315624895548324,0.000913189062531734
460,82,8,0.0021213796109047,1.42264133544044e-05,439,17,0.0140615635339477,0.000484991883454029,38,1,0.0290384184302295,0.000199357694827817
470,92,5,0.00223514913753592,7.41286161521617e-05,366,7,0.013110540022541,0.000550241608027513,33,0,0.0296900372911434,0.00135878847625366
480,85,8,0.0023208267407114,8.7096127301527e-05,364,32,0.0134975299668524,0.000585617521835028,24,1,0.0302309666677829,0.00139372525101257
490,90,7,0.00231149094100986,7.74193745020649e-06,380,10,0.0143218453580794,0.000513873853409282,23,1,0.0307135768380212,0.000846983308559552
500,83,5,0.00247733472092898,4.08753606128168e-05,368,4,0.0141273808499037,0.000599048988731399,20,0,0.0302129920743628,0.000818727562953988
510,97,7,0.00247462849903595,7.28098547321176e-05,362,3,0.0148664491697029,0.00057055645253345,15,1,0.0289385590468354,3.3142283886263e-06
520,92,1,0.00233630846575428,7.58189969553376e-05,316,26,0.0152536658265393,0.000249042850814631,12,0,0.0315651942546532,0.00117178429823051
530,85,1,0.00260046578876052,8.52006713330998e-05,359,8,0.0152678309514124,0.000176485227910904,10,1,0.0300238109129642,0.00125399868500368
540,91,2,0.00254770764371676,6.28400892819176e-05,329,14,0.0147437287883896,0.000418802225099477,9,1,0.0296686726664519,0.00107260836160797
550,89,5,0.00262106580913623,7.51982461265425e-05,315,22,0.0147637001126928,0.000188933439777974,8,0,0.0287944724127692,0.000921345006428536
560,93,6,0.00269000922017754,0.000113509632180172,341,27,0.015346788555778,0.00012734588233119,6,0,0.0302382618022351,0.000365102719241446
570,83,0,0.00254865639666533,8.03077779531184e-05,338,22,0.0158315104219218,0.000392125180230301,5,0,0.0311228724059535,0.000907361642407796
580,83,0,0.00276571847780425,6.15114037690663e-05,307,10,0.0156894804085808,0.000675692780540637,4,0,0.0315199547151674,0.000402326946827861
590,83,7,0.00283537461922377,3.54477447133963e-05,295,9,0.0162422112880989,0.000126361530352673,4,0,0.0301590177559876,0.00117503712668469
600,82,3,0.00270180070956301,0.000132478449045983,277,24,0.0165226506036231,0.00023802271597357,3,0,0.0301156452103898,0.00142240969305389
